Red,Hearts,2,/src/Resources/CardImages/2_of_hearts.png
Red,Hearts,3,/src/Resources/CardImages/3_of_hearts.png
Red,Hearts,4,/src/Resources/CardImages/4_of_hearts.png
Red,Hearts,5,/src/Resources/CardImages/5_of_hearts.png
Red,Hearts,6,/src/Resources/CardImages/6_of_hearts.png
Red,Hearts,7,/src/Resources/CardImages/7_of_hearts.png
Red,Hearts,8,/src/Resources/CardImages/8_of_hearts.png
Red,Hearts,9,/src/Resources/CardImages/9_of_hearts.png
Red,Hearts,10,/src/Resources/CardImages/10_of_hearts.png
Red,Hearts,11,/src/Resources/CardImages/jack_of_hearts.png
Red,Hearts,12,/src/Resources/CardImages/queen_of_hearts.png
Red,Hearts,13,/src/Resources/CardImages/kind_of_hearts.png
Red,Hearts,14,/src/Resources/CardImages/ace_of_hearts.png
Red,Diamonds,2,/src/Resources/CardImages/2_of_diamonds.png
Red,Diamonds,3,/src/Resources/CardImages/3_of_diamonds.png
Red,Diamonds,4,/src/Resources/CardImages/4_of_diamonds.png
Red,Diamonds,5,/src/Resources/CardImages/5_of_diamonds.png
Red,Diamonds,6,/src/Resources/CardImages/6_of_diamonds.png
Red,Diamonds,7,/src/Resources/CardImages/7_of_diamonds.png
Red,Diamonds,8,/src/Resources/CardImages/8_of_diamonds.png
Red,Diamonds,9,/src/Resources/CardImages/9_of_diamonds.png
Red,Diamonds,10,/src/Resources/CardImages/10_of_diamonds.png
Red,Diamonds,11,/src/Resources/CardImages/jack_of_diamonds.png
Red,Diamonds,12,/src/Resources/CardImages/queen_of_diamonds.png
Red,Diamonds,13,/src/Resources/CardImages/kind_of_diamonds.png
Red,Diamonds,14,/src/Resources/CardImages/ace_of_diamonds.png
Black,Spades,2,/src/Resources/CardImages/2_of_spades.png
Black,Spades,3,/src/Resources/CardImages/3_of_spades.png
Black,Spades,4,/src/Resources/CardImages/4_of_spades.png
Black,Spades,5,/src/Resources/CardImages/5_of_spades.png
Black,Spades,6,/src/Resources/CardImages/6_of_spades.png
Black,Spades,7,/src/Resources/CardImages/7_of_spades.png
Black,Spades,8,/src/Resources/CardImages/8_of_spades.png
Black,Spades,9,/src/Resources/CardImages/9_of_spades.png
Black,Spades,10,/src/Resources/CardImages/10_of_spades.png
Black,Spades,11,/src/Resources/CardImages/jack_of_spades.png
Black,Spades,12,/src/Resources/CardImages/queen_of_spades.png
Black,Spades,13,/src/Resources/CardImages/kind_of_spades.png
Black,Spades,14,/src/Resources/CardImages/ace_of_spades.png
Black,Clubs,2,/src/Resources/CardImages/2_of_clubs.png
Black,Clubs,3,/src/Resources/CardImages/3_of_clubs.png
Black,Clubs,4,/src/Resources/CardImages/4_of_clubs.png
Black,Clubs,5,/src/Resources/CardImages/5_of_clubs.png
Black,Clubs,6,/src/Resources/CardImages/6_of_clubs.png
Black,Clubs,7,/src/Resources/CardImages/7_of_clubs.png
Black,Clubs,8,/src/Resources/CardImages/8_of_clubs.png
Black,Clubs,9,/src/Resources/CardImages/9_of_clubs.png
Black,Clubs,10,/src/Resources/CardImages/10_of_clubs.png
Black,Clubs,11,/src/Resources/CardImages/jack_of_clubs.png
Black,Clubs,12,/src/Resources/CardImages/queen_of_clubs.png
Black,Clubs,13,/src/Resources/CardImages/kind_of_clubs.png
Black,Clubs,14,/src/Resources/CardImages/ace_of_clubs.png
